Time,Speed
0.005,3.23005453152408
0.01,3.43620789642679
0.015,3.64904758077418
0.02,3.86941522635098
0.025,4.09473142510904
0.03,4.32243633729238
0.035,4.55343038694209
0.04,4.78517618648997
0.045,5.01513932104712
0.05,5.24422914444756
0.055,5.47335155715067
0.06,5.70341258848525
0.065,5.93187116140573
0.07,6.15617986219128
0.075,6.37377486709021
0.08,6.58206580407342
0.085,6.78187632760402
0.09,6.97399655765493
0.095,7.16263702211404
0.1,7.34854367067424
0.105,7.52555000657946
0.11,7.69435597415125
0.115,7.86253072661091
0.12,8.03073928514206
0.125,8.18929435061726
0.13,8.3353720866507
0.135,8.47645177116896
0.14,8.6130912820783
0.145,8.74238012130422
0.15,8.86828035966668
0.155,8.99474066828489
0.16,9.11535947899775
0.165,9.22716294233675
0.17,9.33749480389049
0.175,9.44334053603276
0.18,9.53821705343149
0.185,9.62595034867457
0.19,9.71378898557423
0.195,9.80208030850545
0.2,9.8842718159258
0.205,9.96068852150559
0.21,10.0350834213471
0.215,10.1042998806381
0.22,10.1651607872201
0.225,10.2248084421789
0.23,10.2869295309861
0.235,10.344868065935
0.24,10.3988531560477
0.245,10.4525490950543
0.25,10.5061682152842
0.255,10.5599225452986
0.26,10.6105738303276
0.265,10.6548715450875
0.27,10.6895400400784
0.275,10.7147164065298
0.28,10.7408526545013
0.285,10.7715029537614
0.29,10.8033376882054
0.295,10.8364827433928
0.3,10.8676183683472
0.305,10.8934168661099
0.31,10.9174310708682
0.315,10.9432067610975
0.32,10.9673950448015
0.325,10.9866407528294
0.33,11.0044708073697
0.335,11.0209557146299
0.34,11.032709843642
0.345,11.0432304922981
0.35,11.0594608988793
0.355,11.0814652440312
0.36,11.0989780865592
0.365,11.1086178603073
0.37,11.1173243202722
0.375,11.1285827128077
0.38,11.1424375574949
0.385,11.155492823188
0.39,11.1643493169292
0.395,11.1724928783579
0.4,11.1834065279319
0.405,11.1936826040021
0.41,11.1999109237329
0.415,11.2055669340538
0.42,11.2141238187846
0.425,11.2256154148094
0.43,11.2400871638767
0.435,11.2541454742943
0.44,11.2609443014931
0.445,11.2639613483865
0.45,11.2701101814169
0.455,11.2759642972011
0.46,11.2815468449394
0.465,11.2868798999578
0.47,11.2885337330045
0.475,11.2899657019052
0.48,11.2911814691606
0.485,11.2887350243379
0.49,11.2860675113449
0.495,11.286619199909
0.5,11.2903922715979
0.505,11.2939508284457
0.51,11.2938581242207
0.515,11.2935646103355
0.52,11.2930691261346
0.525,11.2889188943048
0.53,11.28454832139
0.535,11.2833909426296
0.54,11.2854421813472
0.545,11.2872593308533
0.55,11.285398758789
0.555,11.2833039258054
0.56,11.2844173662052
0.565,11.2852926649199
0.57,11.2824824651861
0.575,11.2794264724988
0.58,11.2795634204024
0.585,11.2794430324389
0.59,11.2756140145554
0.595,11.271512043487
