Time,Speed
0.005,3.85314066252774
0.01,4.09972723315213
0.015,4.35562390835071
0.02,4.62184259215389
0.025,4.89598518738963
0.03,5.17568493077453
0.035,5.45859703391251
0.04,5.74238941118992
0.045,6.02818427589904
0.05,6.31366094186329
0.055,6.59649746463814
0.06,6.87436145973899
0.065,7.14145006158831
0.07,7.39881943096847
0.075,7.65438893144705
0.08,7.90916917329237
0.085,8.15726600977626
0.09,8.39620968366965
0.095,8.63039587896495
0.1,8.86420146693742
0.105,9.09164935981727
0.11,9.30673732930764
0.115,9.51376672568825
0.12,9.71355621485402
0.125,9.90344501560339
0.13,10.0876348319804
0.135,10.2703048322721
0.14,10.4487265388923
0.145,10.6167038570335
0.15,10.7749010271558
0.155,10.9308452516231
0.16,11.0782515518833
0.165,11.2108011874766
0.17,11.3393707595349
0.175,11.467919494647
0.18,11.5935049010103
0.185,11.7131727687947
0.19,11.8273963061714
0.195,11.9400780105423
0.2,12.0482126463729
0.205,12.148776997446
0.21,12.2421687300153
0.215,12.3287571473182
0.22,12.412335467926
0.225,12.4966850074456
0.23,12.5752376771587
0.235,12.6448532835143
0.24,12.7127087467115
0.245,12.7825232087368
0.25,12.8511219221414
0.255,12.9153253319857
0.26,12.9753873207758
0.265,13.028094576408
0.27,13.0771063396127
0.275,13.1295180558611
0.28,13.1786353432267
0.285,13.2212016104679
0.29,13.264286815334
0.295,13.3080613316387
0.3,13.3492474409743
0.305,13.3880080074734
0.31,13.4244963038327
0.315,13.4588566174059
0.32,13.4877740027694
0.325,13.5113628092742
0.33,13.5366179512211
0.335,13.5636392961832
0.34,13.5890828779144
0.345,13.6130493091439
0.35,13.6356333614366
0.355,13.6569243399527
0.36,13.6770064365907
0.365,13.6959590629122
0.37,13.7138571641619
0.375,13.7307715156274
0.38,13.7502198205065
0.385,13.7722789841286
0.39,13.7901346000676
0.395,13.8038572756095
0.4,13.8100504569661
0.405,13.8087386341202
0.41,13.8137198916595
0.415,13.8250139272005
0.42,13.8357637652744
0.425,13.846011914462
0.43,13.8557988994924
0.435,13.8651634214922
0.44,13.8741425110228
0.445,13.8827716745122
0.45,13.8910850346599
0.455,13.8991154653693
0.46,13.9068947217433
0.465,13.9144535656543
0.47,13.9218218873875
0.475,13.9290288238375
0.48,13.9361028737257
0.485,13.943072010294
0.49,13.9499637919207
0.495,13.9568054710958
0.5,13.9636241021871
0.505,13.970446648422
0.51,13.9738492705127
0.515,13.9738454236046
0.52,13.9773367284805
0.525,13.9843369909682
0.53,13.9845214385368
0.535,13.9778908005559
0.54,13.9782221291769
0.545,13.9855167345879
0.55,13.9894510081918
0.555,13.9900405074681
0.56,13.9941891994958
0.565,14.001913489639
0.57,14.0063422864202
0.575,14.0040422848375
0.58,14.001906025883
0.585,14.0068266980442
0.59,14.0119221233673
0.595,14.0137616329305
0.6,14.019254136786
0.605,14.0249705361978
0.61,14.0240317997934
0.615,14.0198850334813
0.62,14.0194154755068
0.625,14.0226212690752
0.63,14.0226134550092
0.635,14.0193920024094
0.64,14.0198458085316
0.645,14.0239766678824
0.65,14.024899279315
0.655,14.0226172911541
0.66,14.0205724976262
0.665,14.0187568129097
0.67,14.0171630571589
0.675,14.0157849281118
0.68,14.0146169761692
0.685,14.0102037648474
0.69,14.0025278427813
0.695,13.9984604927128
0.7,13.9979856309317
0.705,13.997650561673
0.71,13.9974539599567
0.715,13.9973950483516
0.72,13.997473593901
0.725,13.9976899072009
0.73,13.9980448436292
0.735,13.9985398067273
0.74,13.9991767537506
0.745,13.9999582034082
0.75,13.9974364278251
0.755,13.9916014550278
0.76,13.9893318475088
0.765,13.9906186304543
0.77,13.9920160742522
0.775,13.993529704879
0.78,13.9951655077541
0.785,13.993479133411
0.79,13.9884639133418
0.795,13.987001651625
0.8,13.9890865659716
0.805,13.9912760828573
0.81,13.9935788603898
0.815,13.9925531865512
0.82,13.9881950054721
0.825,13.9873887193906
0.83,13.9901311399724
0.835,13.9929822937006
0.84,13.9959534550238
0.845,13.9990563729423
0.85,14.0023033174677
0.855,14.0057071281424
0.86,14.0092812648122
0.865,14.0095890428533
0.87,14.0066316793265
0.875,14.0072991157874
0.88,14.0081431735136
0.885,14.005716372204
0.89,14.0069107514411
0.895,14.0117310342136
0.9,14.0132946455935
0.905,14.0116077686415
0.91,14.0135653688568
0.915,14.0191751872684
0.92,14.0215577710452
0.925,14.0207225417484
0.93,14.0235678325868
0.935,14.0266540768279
0.94,14.0161902065604
0.945,13.9990364800141
0.95,13.9958299734003
0.955,13.9996563710875
0.96,14.0001783499845
0.965,14.0042996101713
0.97,14.0085856305399
0.975,14.009602541501
0.98,14.0142560002672
0.985,14.0191135902279
0.99,14.0172928839807
0.995,14.0156883178174
1,14.0211951827226
1.005,14.030384436749
1.01,14.0363907813932
1.015,14.028885513829
1.02,14.0147405916252
1.025,14.0077033528526
1.03,14.0008443338384
1.035,13.9975872296447
1.04,14.0048207965486
1.045,14.0122211845857
1.05,14.0129160214571
1.055,14.0103588727857
1.06,14.011441262715
1.065,14.0161674713897
1.07,14.01765455188
1.075,14.0159083846169
1.08,14.0178237006454
1.085,14.023408073788
1.09,14.0257819505944
1.095,14.0249547181952
1.1,14.0278247414218
1.105,14.0344033693395
1.11,14.0378149801256
1.115,14.0380730644699
1.12,14.0420802789221
1.125,14.0498524693951
1.13,14.0545187338257
1.135,14.0560975242386
1.14,14.0580459017149
1.145,14.0603715708136
1.15,14.0630837280353
1.155,14.0661930981885
1.16,14.069711976799
1.165,14.0736542787309
1.17,14.071133957216
1.175,14.0621410460306
1.18,14.0604432560803
1.185,14.0625830557187
1.19,14.0616672704597
1.195,14.0645939149659
1.2,14.0679237442054
1.205,14.0578666534863
1.21,14.0378336915881
1.215,14.0249997312318
1.22,14.0193140224958
1.225,14.0173032641223
1.23,14.022410322874
1.235,14.0277537578344
1.24,14.0299038807976
1.245,14.0357708300886
1.25,14.0419269876585
1.255,14.0414950610904
1.26,14.041374978392
1.265,14.045017082712
1.27,14.0455341401968
1.275,14.0325757414789
1.28,14.0095414625615
1.285,13.9970451259167
1.29,13.9950373167037
1.295,13.993157641358
1.3,13.9913986669927
1.305,13.9897534380142
1.31,13.9882154486178
1.315,13.9867786170609
1.32,13.9854372616143
1.325,13.9876368960914
1.33,13.9933862186086
1.335,13.9958063279823
1.34,13.9949067941628
1.345,13.9941348780793
1.35,13.9934875273085
1.355,13.9929621820012
1.36,13.9925567647603
1.365,13.9957204904231
1.37,14.0024658694559
1.375,14.0059179394276
1.38,14.0060903510177
1.385,14.0064346039988
1.39,14.0069520596663
1.395,14.0076447642189
1.4,14.0085154568503
1.405,14.0095675805805
1.41,14.0108052958709
1.415,14.0122334970762
1.42,14.010407013801
1.425,14.001867805501
1.43,13.9934837411853
1.435,13.9921233033561
1.44,13.9908794763769
1.445,13.9862965237278
1.45,13.9852579588223
1.455,13.984308856818
1.46,13.9799946466398
1.465,13.9791999044019
1.47,13.9819214874183
1.475,13.9847193397732
1.48,13.987604525143
1.485,13.9905884525496
1.49,13.9902321034773
1.495,13.9865340687987
1.5,13.9863813611991
1.505,13.98977337682
1.51,13.9932727108677
1.515,13.9934423829232
1.52,13.9902830639284
1.525,13.9906838968372
1.53,13.9911956486842
1.535,13.988369525116
1.54,13.9890959866566
1.545,13.9933779059863
1.55,13.9977813972989
1.555,14.0023238735233
1.56,14.0035724791856
1.565,14.0015321517047
1.57,14.0030964589141
1.575,14.0082715866262
1.58,14.0136271810897
1.585,14.0191844201791
1.59,14.0249652791412
1.595,14.0206401635016
1.6,14.0061919702557
1.605,13.9988176562331
1.61,13.9984880608434
1.615,14.0017510627552
1.62,14.0086195650073
1.625,14.015669910038
1.63,14.0229299773519
1.635,14.0304284757681
1.64,14.0347442389476
1.645,14.0324435149146
1.65,14.0304188418044
1.655,14.0321130313562
1.66,14.0306311469873
1.665,14.0294181468111
1.67,14.0319200522024
1.675,14.0312451205666
1.68,14.0273906829902
1.685,14.0272431336877
1.69,14.030801889198
1.695,14.0311793860775
1.7,14.031827935077
1.705,14.0362009187809
1.71,14.0374139934859
1.715,14.0354719561092
1.72,14.0338179451603
1.725,14.0324454201071
1.73,14.0313489535107
1.735,14.0305242095625
1.74,14.0299679269394
1.745,14.0296779059076
1.75,14.0296529996233
1.755,14.0298931095986
1.76,14.0303991853113
1.765,14.0311732279601
1.77,14.0322182983775
1.775,14.0335385291336
1.78,14.0351391408779
1.785,14.0370264629832
1.79,14.0392079585744
1.795,14.038241436043
1.8,14.0341230734241
1.805,14.0337382212812
1.81,14.0370853577757
1.815,14.0372760826491
1.82,14.0343111500937
1.825,14.0316296537372
1.83,14.0292209900148
1.835,14.0305264522337
1.84,14.0355512026434
1.845,14.0374134748517
1.85,14.0326698149301
1.855,14.0282031008001
1.86,14.0308973055224
1.865,14.0338614469205
1.87,14.0336564282381
1.875,14.037183074755
1.88,14.0444553320524
1.885,14.0486003211581
1.89,14.0461836147965
1.895,14.0440972924688
1.9,14.0457839221317
1.905,14.0443485373079
1.91,14.0397854619891
1.915,14.0355274701933
1.92,14.031557724347
1.925,14.0278605267012
1.93,14.0244212572565
1.935,14.021226315951
1.94,14.0182630688811
1.945,14.015519798342
1.95,14.0129856564924
1.955,14.0106506224584
1.96,14.008505462707
1.965,14.0099925125315
1.97,14.0151176522415
1.975,14.0169995124189
1.98,14.0156455345902
1.985,14.0145011826558
1.99,14.0135619314518
1.995,14.0128240668541
2,14.0122846710905
2.005,14.0084907932062
2.01,14.0014274308948
2.015,13.9979682891714
2.02,13.9980996893923
2.025,13.9983713331622
2.03,13.9987842946545
2.035,13.9993402068619
2.04,14.0000412680537
2.045,14.0008902504686
2.05,14.0018905112768
2.055,14.0030460058559
2.06,14.000910485434
2.065,13.9954755054242
2.07,13.993621210029
2.075,13.9953402667224
2.08,13.9971886552523
2.085,13.9991736847869
2.09,14.00130320482
2.095,14.0001348182135
2.1,13.9956639047625
2.105,13.9947744209221
2.11,13.9974628493655
2.115,13.9968381850746
2.12,13.9928979579106
2.125,13.9925282228461
2.13,13.9957275178205
2.135,13.9990576759564
2.14,13.9990810478544
2.145,13.9957977259351
2.15,13.9960963628017
2.155,13.9999781393678
2.16,14.0005567695269
2.165,13.997834541383
2.17,13.9987023262984
2.175,14.0031635557949
2.18,14.0043342351237
2.185,14.0022189935559
2.19,14.0037111026889
2.195,14.0053656448414
2.2,14.0002875266511
2.205,13.9953583034755
2.21,13.9940093014574
2.215,13.9927843681785
2.22,13.9951294778259
2.225,13.9976030857776
2.23,13.9967641555383
2.235,13.9995110056821
2.24,14.002403680208
2.245,14.0020027997551
2.25,14.0052084150977
2.255,14.0120332023487
2.26,14.0156025130846
2.265,14.0159304615954
2.27,14.0199199806977
2.275,14.0275868463311
2.28,14.0320597399413
2.285,14.0333563488981
2.29,14.0383834364366
2.295,14.0437100634038
2.3,14.0424556571319
2.305,14.0380660752614
2.31,14.037425595861
2.315,14.0405316862534
2.32,14.0439458109979
2.325,14.0476814707253
2.33,14.0483026195302
2.335,14.0458117136498
2.34,14.0471005391747
2.345,14.0521741925672
2.35,14.0541511008143
2.355,14.0530390812956
2.36,14.0522845546983
2.365,14.051884537363
2.37,14.0518374474827
2.375,14.0521430988478
2.38,14.0528027001095
2.385,14.0538188595595
2.39,14.0551955954441
2.395,14.0569383518535
2.4,14.052152384255
2.405,14.0408187672763
2.41,14.036695955862
2.415,14.0397676469888
2.42,14.0431443511918
2.425,14.0468394211284
2.43,14.0474166503868
2.435,14.0448783215312
2.44,14.0461160331255
2.445,14.0511346795096
2.45,14.053052470154
2.455,14.0518769886665
2.46,14.0545052227813
2.465,14.0609475654457
2.47,14.0643278559179
2.475,14.0612086430392
2.48,14.0584792283569
2.485,14.0630304548151
2.49,14.0679786835441
2.495,14.0664418455582
2.5,14.065315499663
2.505,14.068046009894
2.51,14.0677425376393
2.515,14.0644038828645
2.52,14.0649184793677
2.525,14.0692883620415
2.53,14.0706291749199
2.535,14.0689462200413
2.54,14.0676836604168
2.545,14.0668365034486
2.55,14.0664013991849
2.555,14.0663766270728
2.56,14.0667620891547
2.565,14.0675593096811
2.57,14.0653206231407
2.575,14.0565863589947
2.58,14.0447727969366
2.585,14.0367348580476
2.59,14.0358915755322
2.595,14.035337978765
2.6,14.0316210606353
2.605,14.0316277591569
2.61,14.0319072828208
2.615,14.029009918963
2.62,14.0298258463985
2.625,14.0240058375948
2.63,14.0046252422281
2.635,13.9923123306995
2.64,13.9939200494897
2.645,13.9991023020833
2.65,14.0044287629034
2.655,14.0099204946198
2.66,14.0121483954435
2.665,14.0111212752653
2.67,14.0137367084913
2.675,14.013103401455
2.68,14.005768031844
2.685,14.0055048650569
2.69,14.0088620424439
2.695,14.0055003854545
2.7,14.0023082369279
2.705,14.0061746099987
2.71,14.0102131576495
2.715,14.0075382137011
2.72,13.9981392004992
2.725,13.9854297690895
2.73,13.9797121159729
2.735,13.9844144495672
2.74,13.9892029105352
2.745,13.9871947981143
2.75,13.9852838075275
2.755,13.986913200054
2.76,13.9851877828812
2.765,13.9835515511096
2.77,13.9888996705071
2.775,13.9943516533944
2.78,13.9930274228043
2.785,13.9918233782653
2.79,13.9941855765659
2.795,13.9932217226611
2.8,13.988928005139
2.805,13.988189081149
2.81,13.994452846727
2.815,14.0008424349758
2.82,14.0039322945416
2.825,14.007185461796
2.83,14.0071639828911
2.835,14.0038677728919
2.84,14.0041854334376
2.845,14.0081182206681
2.85,14.0087800501907
2.855,14.0096243571058
2.86,14.0141052980925
2.865,14.0153389563478
2.87,14.0167810281808
2.875,14.0218880340401
2.88,14.0237785327998
2.885,14.0259108181439
2.89,14.0317441398639
2.895,14.0343999289385
2.9,14.023536233285
2.905,14.0025609120876
2.91,13.9955467476473
2.915,14.0024660035298
2.92,14.0060919508814
2.925,14.006438927953
2.93,14.0069591248093
2.935,14.0076545984889
2.94,14.0085280991354
2.945,14.0095830808726
2.95,14.0108237154636
2.955,14.0122549088069
2.96,14.0138823203365
2.965,14.0157123854008
2.97,14.0177523407105
2.975,14.0200102529551
2.98,14.0224950507012
2.985,14.025216559699
2.99,14.0281855417373
2.995,14.0314137371987
3,14.0349139114855
3.005,14.035249087501
3.01,14.0324205906473
3.015,14.0333188720632
3.02,14.0379474838646
3.025,14.0394230931899
3.03,14.0377515351093
3.035,14.039827835698
3.04,14.0456602053674
3.045,14.0483700713313
3.05,14.0479681493377
3.055,14.0513544860425
3.06,14.0585424721933
3.065,14.0626588955808
3.07,14.0568183979731
3.075,14.0478995200159
3.08,14.0496702653676
3.085,14.0552360001738
3.09,14.0577170972817
3.095,14.0571233678082
3.1,14.0534524639413
3.105,14.0535915056511
3.11,14.0540902247595
3.115,14.0549505933743
3.12,14.0596268316883
3.125,14.0612357951716
3.13,14.0632346642203
3.135,14.0690821610516
3.14,14.0718997726975
3.145,14.0716986409698
3.15,14.0684779705239
3.155,14.0622250257141
3.16,14.059816716227
3.165,14.061243518773
3.17,14.0630602574261
3.175,14.0618232982025
3.18,14.0575277497371
3.185,14.0570582619392
3.19,14.0569621602941
3.195,14.050337428788
3.2,14.0406086889368
3.205,14.0346391059303
3.21,14.0324050739708
3.215,14.0269961229282
3.22,14.0218416819349
3.225,14.0238230045419
3.23,14.0260462895898
3.235,14.0216186927227
3.24,14.0174243416847
3.245,14.0203482865544
3.25,14.0235004536275
3.255,14.0199916716689
3.26,14.0132588837376
3.265,14.0101771020543
3.27,14.0072833221901
3.275,14.0011152831404
3.28,14.0020010483358
3.285,14.0064933024011
3.29,14.004257355272
3.295,14.0021860012341
3.3,14.003721867434
3.305,14.0019693912235
3.31,13.9969216427052
3.315,13.9954602973287
3.32,14.001030394426
3.325,14.0067523240944
3.33,14.0057470768298
3.335,14.0014614955338
3.34,14.0007802695292
3.345,14.0037007050126
3.35,14.0033327144021
3.355,13.9996748425355
3.36,13.9996142609159
3.365,14.0031507299826
3.37,14.0033965981638
3.375,14.0003528377074
3.38,14.0009090485257
3.385,14.0050674300686
3.39,14.0059427900216
3.395,14.003538589861
3.4,14.0012961405444
3.405,13.999206574651
3.41,13.997261629314
3.415,13.9989044315436
3.42,14.0041414775486
3.425,14.0060918404268
3.43,14.0047632325882
3.435,14.003601218255
3.44,14.0026012024201
3.445,14.0017592306748
3.45,14.0010719735714
3.455,14.0005367134575
3.46,14.0001513337292
3.465,13.9999143104617
3.47,13.9998247063829
3.475,14.0033329851647
3.48,14.0104530197558
3.485,14.0143113292427
3.49,14.0149231707167
3.495,14.0157417816082
3.5,14.0167703989879
3.505,14.018013090365
3.51,14.0194747697713
3.515,14.0211612171932
3.52,14.0230791014276
3.525,14.0252360064525
3.53,14.0276404614171
3.535,14.0303019743685
3.54,14.0297802518529
3.545,14.0191715948042
3.55,14.005335688915
3.555,14.0020210942135
3.56,14.0023130676503
3.565,13.9958603097975
3.57,13.9895389402115
3.575,13.9902255980037
3.58,13.9944721804591
3.585,13.9988446620376
3.59,14.0033603330447
3.595,14.0080370500067
3.6,14.0128933062812
3.605,14.0179483051866
3.61,14.0232220359382
3.615,14.0287353526929
3.62,14.0345100570135
3.625,14.0405689840798
3.63,14.0469360929867
3.635,14.0536365614866
3.64,14.0606968855514
3.645,14.064694166149
3.65,14.0656442099105
3.655,14.0566491376431
3.66,14.0342225617202
3.665,14.0189807076817
3.67,14.0177649399555
3.675,14.0236688149806
3.68,14.0298140427278
3.685,14.0293232875601
3.69,14.0290962448563
3.695,14.0325828348082
3.7,14.0328952086048
3.705,14.0334854194776
3.71,14.0412574373191
3.715,14.0493403593837
3.72,14.0508645123482
3.725,14.0458359232412
3.73,14.0376855252779
3.735,14.0332827249583
3.74,14.032610112086
3.745,14.0322142089194
3.75,14.0320934499205
3.755,14.0322473575663
3.76,14.032676540461
3.765,14.0333826957423
3.77,14.0343686157925
3.775,14.0356381992809
3.78,14.03719646658
3.785,14.0355987616207
3.79,14.0273879485274
3.795,14.0194331948975
